ProductId,ProductCategory,ChannelId,Amount,Value,TransactionStartTime,PricingStrategy,FraudResult,day,hour
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-15 06:02:27+00:00,2,0,Thursday,6
ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2018-11-15 06:03:00+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-622.0,622,2018-11-15 06:03:27+00:00,2,0,Thursday,6
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-15 06:03:40+00:00,2,0,Thursday,6
ProductId_10,airtime,ChannelId_3,5000.0,5000,2018-11-15 06:04:47+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15 06:04:58+00:00,2,0,Thursday,6
ProductId_11,data_bundles,ChannelId_3,2000.0,2000,2018-11-15 06:05:11+00:00,4,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-15 06:05:33+00:00,2,0,Thursday,6
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-15 06:08:57+00:00,2,0,Thursday,6
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-15 06:10:19+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-15 06:10:33+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-496.0,496,2018-11-15 06:11:04+00:00,2,0,Thursday,6
ProductId_15,financial_services,ChannelId_3,30000.0,30000,2018-11-15 06:13:54+00:00,2,0,Thursday,6
ProductId_1,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:14:20+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 06:14:32+00:00,2,0,Thursday,6
ProductId_10,airtime,ChannelId_3,1261.0,1261,2018-11-15 06:16:39+00:00,2,0,Thursday,6
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2018-11-15 06:17:42+00:00,2,0,Thursday,6
ProductId_5,transport,ChannelId_3,41000.0,41000,2018-11-15 06:18:24+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-15 06:20:45+00:00,1,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15 06:22:49+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:27:21+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 06:27:51+00:00,2,0,Thursday,6
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:28:58+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15 06:29:10+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:30:33+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,3000.0,3000,2018-11-15 06:31:35+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-150.0,150,2018-11-15 06:32:04+00:00,2,0,Thursday,6
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-15 06:39:10+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:39:41+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 06:40:11+00:00,2,0,Thursday,6
ProductId_4,airtime,ChannelId_3,3500.0,3500,2018-11-15 06:41:10+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-175.0,175,2018-11-15 06:41:27+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:45:38+00:00,2,0,Thursday,6
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:48:29+00:00,2,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15 06:48:44+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:53:23+00:00,1,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:53:44+00:00,1,0,Thursday,6
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 06:55:55+00:00,2,0,Thursday,6
ProductId_15,financial_services,ChannelId_3,10500.0,10500,2018-11-15 06:58:13+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:58:20+00:00,1,0,Thursday,6
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-15 06:58:25+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:58:38+00:00,1,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:58:59+00:00,1,0,Thursday,6
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-15 06:59:00+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:59:11+00:00,1,0,Thursday,6
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-15 06:59:13+00:00,2,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:59:25+00:00,1,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 06:59:36+00:00,1,0,Thursday,6
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15 07:00:04+00:00,1,0,Thursday,7
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:01:44+00:00,2,0,Thursday,7
ProductId_10,airtime,ChannelId_2,-1000.0,1000,2018-11-15 07:01:52+00:00,4,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15 07:01:56+00:00,2,0,Thursday,7
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-15 07:02:45+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-15 07:02:47+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:26+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:27+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:27+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:27+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:27+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:03:27+00:00,2,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-30.0,30,2018-11-15 07:03:50+00:00,2,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-15 07:04:02+00:00,2,0,Thursday,7
ProductId_15,financial_services,ChannelId_3,17000.0,17000,2018-11-15 07:05:16+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-15 07:09:27+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-15 07:10:18+00:00,2,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-30.0,30,2018-11-15 07:10:43+00:00,2,0,Thursday,7
ProductId_15,financial_services,ChannelId_3,15000.0,15000,2018-11-15 07:10:59+00:00,2,0,Thursday,7
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2018-11-15 07:12:53+00:00,2,0,Thursday,7
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2018-11-15 07:13:06+00:00,2,0,Thursday,7
ProductId_1,airtime,ChannelId_3,500.0,500,2018-11-15 07:13:47+00:00,2,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-15 07:13:58+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_2,-2000.0,2000,2018-11-15 07:17:05+00:00,4,0,Thursday,7
ProductId_1,airtime,ChannelId_3,1500.0,1500,2018-11-15 07:27:48+00:00,2,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-15 07:28:03+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-15 07:33:01+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:42:49+00:00,2,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 07:43:24+00:00,2,0,Thursday,7
ProductId_20,ticket,ChannelId_3,35000.0,35000,2018-11-15 07:45:05+00:00,4,0,Thursday,7
ProductId_15,financial_services,ChannelId_3,50000.0,50000,2018-11-15 07:49:22+00:00,2,0,Thursday,7
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15 07:57:47+00:00,2,0,Thursday,7
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15 07:58:00+00:00,2,0,Thursday,7
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:01:03+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 08:01:39+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,700000.0,700000,2018-11-15 08:04:51+00:00,0,1,Thursday,8
ProductId_3,airtime,ChannelId_3,3000.0,3000,2018-11-15 08:07:21+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-150.0,150,2018-11-15 08:07:52+00:00,2,0,Thursday,8
ProductId_4,airtime,ChannelId_3,500.0,500,2018-11-15 08:11:57+00:00,4,0,Thursday,8
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-15 08:13:48+00:00,4,0,Thursday,8
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:14:16+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15 08:14:30+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15 08:14:34+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-15 08:15:25+00:00,2,0,Thursday,8
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:15:38+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15 08:15:47+00:00,2,0,Thursday,8
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:16:24+00:00,2,0,Thursday,8
ProductId_9,financial_services,ChannelId_1,500.0,500,2018-11-15 08:19:15+00:00,0,0,Thursday,8
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:20:06+00:00,2,0,Thursday,8
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:20:06+00:00,2,0,Thursday,8
ProductId_9,financial_services,ChannelId_1,725000.0,725000,2018-11-15 08:20:09+00:00,2,1,Thursday,8
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 08:20:37+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 08:20:58+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,1200.0,1200,2018-11-15 08:22:24+00:00,2,0,Thursday,8
ProductId_3,airtime,ChannelId_3,1235.0,1235,2018-11-15 08:23:17+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-60.0,60,2018-11-15 08:23:46+00:00,2,0,Thursday,8
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-15 08:23:59+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-15 08:24:25+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2018-11-15 08:24:30+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,700000.0,700000,2018-11-15 08:31:57+00:00,0,1,Thursday,8
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-15 08:32:30+00:00,4,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-15 08:33:11+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,200000.0,200000,2018-11-15 08:33:20+00:00,0,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2018-11-15 08:40:27+00:00,2,0,Thursday,8
ProductId_21,utility_bill,ChannelId_3,500.0,1115,2018-11-15 08:42:56+00:00,2,0,Thursday,8
ProductId_1,airtime,ChannelId_3,800.0,800,2018-11-15 08:45:01+00:00,2,0,Thursday,8
ProductId_24,movies,ChannelId_3,10000.0,10000,2018-11-15 08:45:03+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-15 08:45:16+00:00,2,0,Thursday,8
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:46:11+00:00,2,0,Thursday,8
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-15 08:46:54+00:00,4,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15 08:47:24+00:00,2,0,Thursday,8
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-15 08:51:13+00:00,4,0,Thursday,8
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-15 08:53:16+00:00,2,0,Thursday,8
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 08:55:50+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2018-11-15 08:55:50+00:00,2,0,Thursday,8
ProductId_24,movies,ChannelId_3,5000.0,7000,2018-11-15 08:55:59+00:00,2,0,Thursday,8
ProductId_3,airtime,ChannelId_3,1100.0,1100,2018-11-15 08:56:05+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 08:56:21+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-55.0,55,2018-11-15 08:56:38+00:00,2,0,Thursday,8
ProductId_3,airtime,ChannelId_3,7000.0,7000,2018-11-15 08:58:52+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2018-11-15 08:58:56+00:00,2,0,Thursday,8
ProductId_6,financial_services,ChannelId_2,-350.0,350,2018-11-15 08:59:24+00:00,2,0,Thursday,8
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-15 09:03:58+00:00,2,0,Thursday,9
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 09:07:09+00:00,2,0,Thursday,9
ProductId_11,data_bundles,ChannelId_3,30000.0,30000,2018-11-15 09:07:29+00:00,4,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 09:07:41+00:00,2,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-600.0,600,2018-11-15 09:08:09+00:00,2,0,Thursday,9
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-15 09:10:09+00:00,2,0,Thursday,9
ProductId_15,financial_services,ChannelId_3,1500.0,1500,2018-11-15 09:10:12+00:00,2,0,Thursday,9
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 09:10:49+00:00,2,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 09:11:21+00:00,2,0,Thursday,9
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-15 09:12:05+00:00,2,0,Thursday,9
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15 09:12:47+00:00,2,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 09:13:18+00:00,2,0,Thursday,9
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2018-11-15 09:18:01+00:00,2,0,Thursday,9
ProductId_4,airtime,ChannelId_3,1000.0,1000,2018-11-15 09:18:02+00:00,2,0,Thursday,9
ProductId_3,airtime,ChannelId_3,1100.0,1100,2018-11-15 09:19:20+00:00,2,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15 09:19:55+00:00,2,0,Thursday,9
ProductId_3,airtime,ChannelId_3,900.0,900,2018-11-15 09:21:03+00:00,4,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-45.0,45,2018-11-15 09:21:44+00:00,2,0,Thursday,9
ProductId_15,financial_services,ChannelId_3,20000.0,20000,2018-11-15 09:24:03+00:00,2,0,Thursday,9
ProductId_15,financial_services,ChannelId_3,2500.0,2500,2018-11-15 09:24:36+00:00,2,0,Thursday,9
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-15 09:27:56+00:00,2,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15 09:28:28+00:00,2,0,Thursday,9
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 11:35:22+00:00,2,0,Friday,11
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-16 11:37:38+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-70.0,70,2018-11-16 11:37:54+00:00,2,0,Friday,11
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-16 11:42:27+00:00,2,0,Friday,11
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16 11:44:56+00:00,2,0,Friday,11
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16 11:45:31+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16 11:45:33+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 11:45:37+00:00,2,0,Friday,11
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16 11:46:00+00:00,4,0,Friday,11
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16 11:46:52+00:00,4,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16 11:47:22+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 11:47:26+00:00,2,0,Friday,11
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16 11:47:35+00:00,2,0,Friday,11
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16 11:47:45+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16 11:48:57+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 11:49:01+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16 11:49:15+00:00,2,0,Friday,11
ProductId_3,airtime,ChannelId_3,5000.0,5000,2018-11-16 11:49:37+00:00,2,0,Friday,11
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16 11:51:42+00:00,2,0,Friday,11
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16 11:52:52+00:00,2,0,Friday,11
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16 11:53:00+00:00,2,0,Friday,11
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16 11:55:13+00:00,2,0,Friday,11
ProductId_1,airtime,ChannelId_3,1200.0,1200,2018-11-16 11:57:13+00:00,2,0,Friday,11
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16 11:57:14+00:00,4,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16 11:57:32+00:00,2,0,Friday,11
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16 11:57:41+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16 11:57:54+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 11:57:56+00:00,2,0,Friday,11
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16 11:58:24+00:00,4,0,Friday,11
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16 11:58:32+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16 11:59:02+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16 11:59:09+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 11:59:13+00:00,2,0,Friday,11
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16 12:00:40+00:00,2,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 12:00:43+00:00,2,0,Friday,12
ProductId_10,airtime,ChannelId_3,5200.0,5200,2018-11-16 12:00:49+00:00,2,0,Friday,12
ProductId_15,financial_services,ChannelId_3,6000.0,6000,2018-11-16 12:01:45+00:00,2,0,Friday,12
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-16 12:03:25+00:00,2,0,Friday,12
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16 12:04:41+00:00,2,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16 12:04:53+00:00,2,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16 12:04:57+00:00,2,0,Friday,12
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16 12:05:24+00:00,2,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16 12:05:57+00:00,2,0,Friday,12
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16 12:06:18+00:00,2,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16 12:06:50+00:00,2,0,Friday,12
ProductId_19,tv,ChannelId_3,4500.0,4500,2018-11-16 12:08:38+00:00,2,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-90.0,90,2018-11-16 12:08:55+00:00,2,0,Friday,12
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16 12:09:58+00:00,2,0,Friday,12
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-16 12:10:17+00:00,2,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16 12:10:33+00:00,2,0,Friday,12
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16 12:10:37+00:00,4,0,Friday,12
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16 12:11:18+00:00,2,0,Friday,12
